query,data,load_time,exec_time
query-0.sparql,data_100.nt,4.235792002873495,69.01741700130515
query-1.sparql,data_100.nt,3.3697500002745073,75.52624999880209
query-10.sparql,data_100.nt,1.5700000003562309,27.148790999490302
query-11.sparql,data_100.nt,1.270832999580307,254.54962499861722
query-12.sparql,data_100.nt,1.7892080031742807,14598.594333001529
query-13.sparql,data_100.nt,1.6797499993117526,32.53837499869405
query-14.sparql,data_100.nt,1.6320409995387308,270.5930000010994
query-15.sparql,data_100.nt,1.7022080028255004,5.953542000497691
query-16.sparql,data_100.nt,1.4257920011004899,995.5103329994017
query-17.sparql,data_100.nt,1.8110419987351634,37.2888329984562
query-18.sparql,data_100.nt,1.5926249980111606,7.315625000046566
query-19.sparql,data_100.nt,1.3212919984653126,4911.676874999102
query-20.sparql,data_100.nt,1.852041001257021,161.7355829985172
query-21.sparql,data_100.nt,1.462207997974474,16.50554199659382
query-23.sparql,data_100.nt,1.3577079989772756,7305.773207997845
query-24.sparql,data_100.nt,1.5456250002898742,41379.13333300094
query-25.sparql,data_100.nt,1.5018749982118607,142.0616670002346
query-26.sparql,data_100.nt,1.41408299896284,7.156167001085123
query-27.sparql,data_100.nt,1.3370000015129335,4154.7443749987
query-28.sparql,data_100.nt,1.5980839998519514,4017.934958003025
query-29.sparql,data_100.nt,1.6245420010818634,50563.59133300066
query-30.sparql,data_100.nt,1.5626249987690244,7.062749999022344
query-31.sparql,data_100.nt,1.2985419998585712,7.083415999659337
query-32.sparql,data_100.nt,1.283833000343293,70.82533399807289
query-33.sparql,data_100.nt,1.4647919997514691,9.61170799928368
query-34.sparql,data_100.nt,1.7259999985981267,7.721207999566104
query-35.sparql,data_100.nt,1.3308340021467302,437.82341699989047
query-36.sparql,data_100.nt,1.518332999694394,4870.678625000437
query-37.sparql,data_100.nt,1.6696249986125622,27.543291998881614
query-38.sparql,data_100.nt,1.3208329983172007,8963.059541998518
query-39.sparql,data_100.nt,1.643958003114676,88.85037500294857
query-4.sparql,data_100.nt,1.4446250024775509,45082.40975000081
query-40.sparql,data_100.nt,1.4601660004700534,208.1537500016566
query-41.sparql,data_100.nt,1.483667001593858,50717.193459000555
query-42.sparql,data_100.nt,1.567667000927031,5.868917000043439
query-43.sparql,data_100.nt,1.2734169977193233,1081.4705420016253
query-46.sparql,data_100.nt,1.6349170000466984,8.577749998949002
query-47.sparql,data_100.nt,1.3044589977653231,7.425291998515604
query-48.sparql,data_100.nt,1.2706249981420115,12.512291999883018
query-49.sparql,data_100.nt,1.6329999998561107,613.7111659991206
query-5.sparql,data_100.nt,1.546583000163082,124.06999999802792
query-6.sparql,data_100.nt,1.5622499995515682,10504.57570800063
query-7.sparql,data_100.nt,1.648958001169376,30327.099042002374
query-8.sparql,data_100.nt,3.3684999980323482,3671.3831250017392
query-9.sparql,data_100.nt,1.7098329990403727,7.14666600106284
